"","genus","phylum","class","order","family","fad","lad","logsize","logvol"
"223725","Spinuliplica","Brachiopoda","Rhynchonellata","Spiriferinida","Reticulariinidae",330.9,323.2,1.55278985019278,4.01179409483424
"223729","Spinyplatyceras","Mollusca","Gastropoda","Euomphalina","Platyceratidae",410.8,387.7,1.85430604180108,4.74567561743579
"223743","Spiratella","Mollusca","Gastropoda","","",59.2,15.97,0.635986111800833,1.16859717972641
"223754","Spirelytha","Brachiopoda","Rhynchonellata","Spiriferida","Elythidae",298.9,254.17,1.56193576331378,4.03823729147183
"223830","Spirifer","Brachiopoda","Rhynchonellata","Spiriferida","Spiriferidae",433.4,237,2.01598810538413,5.35101986509514
"224286","Spiriferella","Brachiopoda","Rhynchonellata","Spiriferida","Spiriferellidae",346.7,254.17,1.69600671521855,4.42587103538587
"224807","Spiriferellina","Brachiopoda","Rhynchonellata","Spiriferinida","Spiriferellinidae",358.9,254.17,1.18012587516405,2.9343263077413
"225199","Spiriferina","Brachiopoda","Rhynchonellata","Spiriferinida","Spiriferinidae",358.9,174.1,1.47026344696508,3.77318895180791
"225377","Spiriferinaella","Brachiopoda","Rhynchonellata","Spiriferida","Strophopleuridae",303.7,259.9,1.64787176530623,4.28670046500848
"225401","Spirigerella","Brachiopoda","Rhynchonellata","Athyridida","Athyrididae",410.8,254.17,1.40140054078154,3.57408850714421
"225699","Spirigerellina","Brachiopoda","Rhynchonellata","Athyridida","Diplospirellidae",251.2,242,1.04781982781659,2.55179535866447
"225716","Spirigerina","Brachiopoda","Rhynchonellata","Atrypida","Atrypinidae",453,393.3,1.21418130866382,3.03278936033087
"225796","Spirina","Mollusca","Gastropoda","Euomphalina","Craspedostomatidae",438.5,410.8,1.79934054945358,4.58429282080512
"225804","Spirinella","Brachiopoda","Rhynchonellata","Spiriferida","Reticulariidae",440.8,410.8,1.30920417967041,3.30752501874482
"225819","Spirisosium","Brachiopoda","Strophomenata","Productida","Aulostegidae",268.8,268.8,1.86451108105839,4.83959267546873
"225821","Spiroceras","Mollusca","Cephalopoda","","Spiroceratidae",170.3,168.3,1.67915524128335,4.26784403531122
"225826","Spirochrysalis","Mollusca","Gastropoda","Murchisoniina","Coelostylinidae",265.1,237,1.4607475418442,3.59015842568081
"225838","Spirocirrus","Mollusca","Gastropoda","Archaeogastropoda","Cirridae",199.3,199.3,1.56395546499581,3.89318460740496
"225839","Spirocyclus","Mollusca","Gastropoda","","Orthonematidae",237,237,1.52491514753987,3.77855931536614
"225841","Spiroecus","Mollusca","Gastropoda","Murchisoniina","Loxonematidae",453,453,1.20513666938299,2.83966578593149
"225844","Spirolegoceras","Mollusca","Cephalopoda","Goniatitida","Metalegoceratidae",272.3,272.3,1.80820089192512,4.61764874456203
"225845","Spiromphalus","Mollusca","Gastropoda","Cerithimorpha","Orthonemidae",265.1,265.1,1.18038078022312,2.76698064376191
"225846","Spironema","Mollusca","Gastropoda","Neotaenioglossa","",72.1,72.1,1.31005573775089,3.14771601799436
"225847","Spiroraphe","Mollusca","Gastropoda","Murchisoniina","Gosseletinidae",440.8,410.8,1.49485002168009,3.6902858571457
"225871","Spiroscala","Mollusca","Gastropoda","Murchisoniina","Gosseletinidae",372.2,254.17,1.08875606665295,2.49796363172546
"225883","Spirostylus","Mollusca","Gastropoda","Murchisoniina","Spirostylidae",252.17,208.5,1.39619934709574,3.40064009807064
"225907","Spirotomaria","Mollusca","Gastropoda","Murchisoniina","Eotomariidae",467.3,467.3,1.53122337453303,3.79708074163666
"225909","Spirotropis","Mollusca","Gastropoda","Neogastropoda","Drilliidae",56,1,1.64226661890267,4.1231120124933
"225933","Spisula","Mollusca","Bivalvia","Cardiida","Mactridae",61.6,1,2.3541084391474,6.20790289587826
"226129","Spisula (Ruellia)","Mollusca","Bivalvia","Veneroida","Mactridae",41.3,41.3,1.24929245217685,3.06761457012289
"226130","Spisula (Spisula)","Mollusca","Bivalvia","Veneroida","Mactridae",47.8,3.6,2.11394335230684,5.52526648641837
"226135","Spiticeras","Mollusca","Cephalopoda","","Olcostephanidae",157.3,129.4,1.96950909859657,5.05490773046242
"226205","Spiticeras (Spiticeras)","Mollusca","Cephalopoda","","Olcostephanidae",152.1,145,1.96950909859657,5.05490773046242
"226209","Spitidiscus","Mollusca","Cephalopoda","","Holcodiscidae",132.9,129.4,1.47813342810052,3.7229331718781
"226257","Spitzbergenia","Brachiopoda","Strophomenata","Productida","Monticuliferidae",279.3,259.9,1.63164666295842,4.17644409792225
"226291","Spondylopecten","Mollusca","Bivalvia","Pectinida","Pectinidae",170.3,152.1,1.08475496317935,2.59993926315639
"226313","Spondylopyxis","Brachiopoda","Rhynchonellata","Pentamerida","Subrianidae",433.4,433.4,0.71110391798562,1.57826271114575
"226318","Spondylospira","Brachiopoda","Rhynchonellata","Spiriferinida","Spondylospiridae",237,208.5,1.37438169805088,3.49597005556977
"226375","Spondylus","Mollusca","Bivalvia","Pectinida","Spondylidae",237,1,2.60205999132796,6.91267126803097
"226769","Spondylus (Spondylus)","Mollusca","Bivalvia","Pectinida","Spondylidae",125,1,1.87273882747267,4.83967561663645
"226813","Spongicythere","Arthropoda","Ostracoda","Podocopida","Trachyleberididae",72.1,33.9,-0.0652491253364209,-0.982284381694597
"226815","Sporadoceras","Mollusca","Cephalopoda","Goniatitida","Sporadoceratidae",372.2,372.2,1.61857102812013,4.10361809692929
"226886","Sportella","Mollusca","Bivalvia","Cardiida","Sportellidae",66,1,1.3187935047933,3.26516180580109
"226924","Spratelloides","Chordata","bony fish","Clupeiformes","Clupeidae",7.246,2.588,2.07918124604762,4.29997595070803
"226929","Spurispirifer","Brachiopoda","Rhynchonellata","Spiriferida","Adolfiidae",433.4,419.2,1.16316137497702,2.88527755685452
"226945","Spyridiophora","Brachiopoda","Strophomenata","Productida","Productidae",298.9,259.9,1.58534791109459,4.04459505163516
"227032","Spyridoceramus","Mollusca","Bivalvia","Myalinida","Inoceramidae",72.1,72.1,1.78368923634732,4.58656433410421
"227043","Spyroceras","Mollusca","Cephalopoda","Pseudorthocerida","Spyroceratidae",453,372.2,1.68087917442681,4.27251710975437
"227130","Squamaria","Brachiopoda","Strophomenata","Productida","Productidae",295.5,268.8,1.74217504322368,4.49120553184795
"227140","Squamatina","Brachiopoda","Strophomenata","Productida","Strophochonetidae",410.8,410.8,1.14197207590709,2.78195451246593
"227141","Squamirhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Cyclothyrididae",190.8,174.1,1.13305964275391,2.79824567564411
"227151","Squamularia","Brachiopoda","Rhynchonellata","Spiriferida","Elythidae",298.9,254.17,1.28847280059978,3.24758524826154
"227261","Stachella","Mollusca","Gastropoda","Bellerophontida","Euphemitidae",315.2,252.17,1.3701428470511,3.32413626506528
"227279","Stacheoceras","Mollusca","Cephalopoda","Goniatitida","Vidrioceratidae",290.1,254.17,1.88902142209522,4.8367293715886
"227338","Staffinella","Mollusca","Bivalvia","Cardiida","Arcticidae",168.3,168.3,1.36954325620583,3.40941103261828
"227339","Stainbrookia","Brachiopoda","Rhynchonellata","Orthida","Rhipidomellidae",382.7,382.7,1.06855689507236,2.6117515751599
"227342","Standella","Mollusca","Bivalvia","Cardiida","Mactridae",3.6,3.6,1.93094903116752,5.00513015862222
"227345","Standella (Eastonia)","Mollusca","Bivalvia","Cardiida","Mactridae",23.03,1,1.55630250076729,3.94024864027399
"227350","Stantonella","Mollusca","Gastropoda","Neogastropoda","Buccinidae",72.1,72.1,1.63103769653674,4.090143056569
"227437","Stapeleyella","Arthropoda","Trilobita","Asaphida","Trinucleidae",467.3,467.3,0.993259831436737,1.72426254807224
"227459","Staufenia","Mollusca","Cephalopoda","Ammonitida","Graphoceratidae",174.1,174.1,1.91907809237607,4.91820414238756
"227463","Staurocephalus","Arthropoda","Trilobita","Phacopida","Encrinuridae",453,425.6,1.25090769970086,2.44520069359617
"227487","Stearnsia","Mollusca","Bivalvia","Cardiida","Crassatellidae",113,113,1.50262217701979,3.78766966243962
"227488","Stearoceras","Mollusca","Cephalopoda","Nautilida","Grypoceratidae",323.2,254.17,2.02561304043865,5.20698897431911
"227513","Stefaninia","Mollusca","Bivalvia","Pterioida","",242,242,1.47683162851226,3.71436355594935
"227514","Stegacanthia","Brachiopoda","Strophomenata","Productida","Sentosiidae",358.9,346.7,1.59206567043225,4.06372580843098
"227527","Stegerhynchus","Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchotrematidae",445.2,407.6,0.937225254823495,2.23203788863218
"227678","Stegnopsis","Arthropoda","Trilobita","Asaphida","Asaphidae",467.3,467.3,1.94921918308902,4.39918303866194
"227679","Stegocoelia","Mollusca","Gastropoda","","Goniasmatidae",372.2,259.9,1.70017100382229,4.29312361752776
"227709","Stegocoelia (Taosia)","Mollusca","Gastropoda","","Goniasmatidae",393.3,265.1,1.70017100382229,4.29312361752776
"227731","Stegoconcha","Mollusca","Bivalvia","Ostreida","Pinnidae",168.3,145,2.20352241682258,5.7798827246412
"227742","Stegocornu","Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchotrematidae",440.8,440.8,1.16360856343105,2.88657049415532
"227744","Steinhagella","Brachiopoda","Strophomenata","Productida","Araksalosiidae",382.7,372.2,1.38327665040765,3.4691388691022
"227753","Steinmanella","Mollusca","Bivalvia","Trigoniida","Trigoniidae",152.1,83.6,2.02139605674197,5.26221345743434
"227771","Steinmannites","Mollusca","Cephalopoda","Ceratitida","Steinmannitidae",228,228,2.04636507762358,5.26324162830422
"227780","Stemmatoceras","Mollusca","Cephalopoda","","Stephanoceratidae",170.3,170.3,1.89209460269048,4.84505985804244
"227798","Stemmatodus","Chordata","bony fish","Pycnodontiformes","Pycnodontidae",295.5,295.5,1.77815125038364,3.4357520489196
"227799","Stemtonoceras","Mollusca","Cephalopoda","Ellesmerocerida","Ellesmeroceratidae",485.4,485.4,1.90959168413894,4.89248928676303
"227800","Stenoblepharum","Arthropoda","Trilobita","Proetida","Tropidocoryphidae",458.4,445.2,1.39496081861243,2.84828335484523
"227804","Stenocadoceras","Mollusca","Cephalopoda","","Cardioceratidae",166.1,166.1,1.77305469336426,4.52237776326425
"227841","Stenocamara","Brachiopoda","Rhynchonellata","Pentamerida","Camerellidae",453,453,1.182129214053,2.94011847780363
"227843","Stenoglaphyrites","Mollusca","Cephalopoda","Goniatitida","Glaphyritidae",330.9,330.9,1.22814360759774,3.04528447901829
"227849","Stenogomphoceras","Mollusca","Cephalopoda","Oncocerida","Trimeroceratidae",438.5,438.5,1.56312496033804,3.9533201556724
"227850","Stenolobulites","Mollusca","Cephalopoda","Goniatitida","Paragastrioceratidae",295.5,272.3,1.09493673520663,2.6841999245583
"227871","Stenoloron","Mollusca","Gastropoda","Murchisoniina","Gosseletinidae",430.5,346.7,1.54937115233318,3.85036397460589
"227893","Stenopareia","Arthropoda","Trilobita","Corynexochida","Illaenidae",467.3,438.5,1.82795052830263,4.05985479317359
"227993","Stenopilus","Arthropoda","Trilobita","Ptychopariida","Plethopeltidae",485.4,485.4,1.44500945381679,2.98832709164513
"227996","Stenopoceras","Mollusca","Cephalopoda","Nautilida","Grypoceratidae",298.9,259.9,2.09330492363932,5.39048171044691
"228013","Stenorhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Trigonirhynchiidae",433.4,410.8,1.14829409743475,2.8422924182123
"228026","Stenosarina","Brachiopoda","Rhynchonellata","Terebratulida","Terebratulidae",56,38,1.39672227850377,3.56056244280305
"228028","Stenoscisma","Brachiopoda","Rhynchonellata","Rhynchonellida","Stenoscismatidae",419.2,254.17,1.61094392297055,4.17993253671469
"228668","Stenothyra","Mollusca","Gastropoda","","Stenothyridae",66,1,0.773542664743584,1.57247350759461
"228673","Stenothyrella","Mollusca","Gastropoda","","Stenothyridae",33.9,33.9,0.543322900646912,0.896531061110466
"228674","Stenotomus","Chordata","bony fish","Spariformes","Sparidae",5.333,5.333,2.66275783168157,5.97535993600327
"228675","Stepanoviella","Brachiopoda","Strophomenata","Productida","Linoproductidae",298.9,254.17,1.464191370641,3.699566866918
"228684","Stepanoviina","Brachiopoda","Rhynchonellata","Spiriferida","Elythidae",298.9,298.9,1.72615646617275,4.51304175114805
"228690","Stephanites","Mollusca","Cephalopoda","Ceratitida","Stephanitidae",251.2,251.2,2.12345961944334,5.47222219953594
"228692","Stephanoceras","Mollusca","Cephalopoda","","Stephanoceratidae",170.3,170.3,2.11070191659928,5.43763982878669
"228703","Stereochia","Brachiopoda","Strophomenata","Productida","Productidae",315.2,259.9,1.82190637735232,4.71826349649843
"228725","Stereoplasmoceras","Mollusca","Cephalopoda","Orthocerida","Stereoplasmoceratidae",485.4,467.3,1.72835378202123,4.40120677286021
"228734","Stereospyroceras","Mollusca","Cephalopoda","Orthocerida","Proteoceratidae",467.3,467.3,2.11108320131883,5.43867337923802
"228735","Sternoptyx","Chordata","bony fish","Stomiiformes","",33.9,33.9,1.77815125038364,3.4357520489196
"228736","Stethothyris","Brachiopoda","Rhynchonellata","Terebratulida","Terebratellidae",56,5.333,1.52283531366053,3.92518779437735
"228758","Steusloffia","Arthropoda","Ostracoda","Palaeocopida","Bassleratiidae",467.3,467.3,0.381836799998343,0.25865537104201
"228778","Steusloffina","Arthropoda","Ostracoda","Podocopida","",453,453,0.203123582322936,-0.237384257105137
"228780","Sthenarocalymene","Arthropoda","Trilobita","Phacopida","Calymenidae",467.3,419.2,1.70346334188329,3.71152060386585
"228787","Stichopterus","Chordata","bony fish","Acipenseriformes","Peipiaosteidae",125,125,2.7481880270062,6.2206206003804
"228788","Stichotrophia","Brachiopoda","Rhynchonellata","Pentamerida","Clarkellidae",485.4,477.7,1.02673749423875,2.49084088807169
"228790","Stictozoster","Brachiopoda","Strophomenata","Productida","Productellidae",298.9,272.3,1.1012313867907,2.66593365253276
"228802","Stigmaulax","Mollusca","Gastropoda","","Naticidae",38,1,1.31449922797315,3.16076243763408
"228984","Stiktocybele","Arthropoda","Trilobita","Phacopida","Encrinuridae",458.4,458.4,1.49674519511572,3.13309160935936
"228985","Stilifer","Mollusca","Gastropoda","Neotaenioglossa","Eulimidae",1.806,1,1.01745072951054,2.28860582865177
"228986","Stiphrothyris","Brachiopoda","Rhynchonellata","Terebratulida","Loboidothyrididae",170.3,166.1,1.502836638621,3.86736646045859
"228995","Stipulina","Brachiopoda","Strophomenata","Productida","Aulostegidae",346.7,346.7,0.843388522938088,1.93165174811159
"228996","Stoliczkaia","Mollusca","Cephalopoda","Ammonitida","Lyelliceratidae",113,100.5,2.20919319571953,5.70462064592433
"228999","Stoliczkaia (Stoliczkaia)","Mollusca","Cephalopoda","","Lyelliceratidae",113,113,2.20919319571953,5.70462064592433
"229001","Stolidotus","Mollusca","Bivalvia","Cyrtodontida","Stolidotidae",438.5,438.5,0.930099638207732,2.16035265574678
"229002","Stolmorhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Basiliolidae",201.3,125,1.40363518979055,3.58054945449624
"229020","Stolzenburgiella","Brachiopoda","Rhynchonellata","Athyridida","Diplospirellidae",237,208.5,0.973820324352684,2.33784368480845
"229026","Stomatella","Mollusca","Gastropoda","Archaeogastropoda","Trochidae",66,1,1.48301642014413,3.65554151795169
"229028","Stomias","Chordata","bony fish","Stomiiformes","Stomiidae",3.6,3.6,2.63346845557959,5.89127336901523
"229029","Stomohamites","Mollusca","Cephalopoda","","Hamitidae",113,93.9,1.59339684230021,4.03537830188333
"229035","Stramonita","Mollusca","Gastropoda","Neogastropoda","Muricidae",13.82,1,1.81224469680037,4.62218036257029
"229064","Strandoceras","Mollusca","Cephalopoda","Discosorida","Cyrtogomphoceratidae",467.3,453,1.96913623359671,5.05389700338859
"229071","Straparella","Mollusca","Gastropoda","Euomphalina","Anomphalidae",346.7,254.17,1.2817149700273,3.06450540423367
"229077","Straparollina","Mollusca","Gastropoda","Murchisoniina","Straparollinidae",485.4,445.2,1.35198945543563,3.27083654951439
"229082","Straparollus","Mollusca","Gastropoda","Euomphalina","Euomphalidae",438.5,125,1.75019972782918,4.44001169306889
"229191","Straparollus (Philoxene)","Mollusca","Gastropoda","Euomphalina","Euomphalidae",433.4,382.7,1.40568778667278,3.4284988663488
"229224","Straparollus (Straparollus)","Mollusca","Gastropoda","Euomphalina","Euomphalidae",419.2,315.2,1.61352470285365,4.03872359724562
"229243","Streblites","Mollusca","Cephalopoda","","Oppeliidae",157.3,152.1,1.66275783168157,4.22339549272422
"229254","Strebloceras","Mollusca","Gastropoda","","Caecidae",33.9,33.9,0.483729899000024,0.721561551066074
"229257","Streblochondria","Mollusca","Bivalvia","Pectinida","Streblochondriidae",372.2,252.17,1.52309583825257,3.84586324409757
"229373","Streblopteria","Mollusca","Bivalvia","Pectinida","Deltopectinidae",372.2,254.17,1.60195140413352,4.06999940421577
"229581","Strenoceras","Mollusca","Cephalopoda","","Parkinsoniidae",170.3,170.3,1.63467875217868,4.14728138742356
"229582","Strepsidura","Mollusca","Gastropoda","Neogastropoda","Buccinidae",66,33.9,1.41946007278607,3.46893532846414
"229646","Strepsodiscus","Mollusca","Gastropoda","Bellerophontida","Tropidodiscidae",485.4,485.4,1.48659394205763,3.6660453898675
"229649","Strepsodus","Chordata","bony fish","Rhipidistia","Rhizodontidae",346.7,315.2,3.27875360095283,7.74381582037632
"229660","Streptacis","Mollusca","Gastropoda","","Streptacididae",346.7,252.17,0.857332496431269,1.81848672042061
"229695","Streptis","Brachiopoda","Strophomenata","Orthotetida","Triplesiidae",453,433.4,1.07609956928223,2.59436355535825
"229709","Streptochetus","Mollusca","Gastropoda","Neogastropoda","Fasciolariidae",66,3.6,1.69635638873333,4.28192362231559
"229739","Streptochetus (Streptolathyrus)","Mollusca","Gastropoda","Neogastropoda","Fasciolariidae",61.6,11.62,1.50037371435337,3.70650383197446
"229753","Streptopomum","Brachiopoda","Strophomenata","Orthotetida","Derbyiidae",272.3,272.3,1.16996817399689,2.86168147451788
"229754","Streptorhynchus","Brachiopoda","Strophomenata","Orthotetida","Schuchertellidae",430.5,254.17,1.19626832346863,2.93657873384908
"230061","Streptotrochus","Mollusca","Gastropoda","Euomphalina","Elasmonematidae",433.4,410.8,1.55870857053317,3.87777933282551
"230073","Strepula","Arthropoda","Ostracoda","Palaeocopida","",430.5,430.5,0.296006669313672,0.0204237132920143
"230074","Strepulites","Arthropoda","Ostracoda","Podocopida","Thlipsuridae",387.7,387.7,0.389402370813175,0.279654505759222
"230076","Striacoceras","Mollusca","Cephalopoda","Orthocerida","Geisonoceratidae",393.3,387.7,2.08216279445148,5.36027868352113
